Category,Level1,Level2,Level3,Level4,Federal,,GovXFer,State,Local,Total,goodsnum
#NAME?,Education,Education not definable by level,Training and employment (504),TAA Community College and Career Training Grant Fund,0.632,b,,,,0.632,223
#NAME?,Education,Education not definable by level,Training and employment (504),Federal Unemployment Benefits and Allowances,0.793,b,,,,0.793,224
#NAME?,Education,Education not definable by level,Training and employment (504),Unemployment Trust Fund,0.925,b,,,,0.925,225
#NAME?,Education,Education not definable by level,Training and employment (504),Unemployment Trust Fund,0.182,b,,,,0.182,226
#NAME?,Education,Education not definable by level,Training and employment (504),Payment in Lieu of Tax Credit for New Jobs and Wage Increases,0.615,b,,,,0.615,227
#NAME?,Education,Education not definable by level,Other labor services (505),Salaries and Expenses,0.115,b,,,,0.115,228
#NAME?,Education,Education not definable by level,Other labor services (505),Salaries and Expenses,0.233,b,,,,0.233,229
#NAME?,Education,Education not definable by level,Other labor services (505),Salaries and Expenses,0.549,b,,,,0.549,230
#NAME?,Education,Education not definable by level,Other labor services (505),Salaries and Expenses,0.101,b,,,,0.101,231
#NAME?,Education,Education not definable by level,Other labor services (505),Office of the Inspector General,0.082,b,,,,0.082,232
#NAME?,Education,Education not definable by level,Other labor services (505),Salaries and Expenses,0.357,b,,,,0.357,233
#NAME?,Education,Education not definable by level,Other labor services (505),Salaries and Expenses,0.288,b,,,,0.288,234
#NAME?,Education,Education not definable by level,Social services (506),Rehabilitation Services and Disability Research,0.137,b,,,,0.137,235
#NAME?,Education,Education not definable by level,Social services (506),Rehabilitation Services and Disability Research,0.215,b,,,,0.215,236
#NAME?,Education,Education not definable by level,Social services (506),Rehabilitation Services and Disability Research,3.292,b,,,,3.292,237
#NAME?,Education,Education not definable by level,Social services (506),Salaries and Expenses,0.084,b,,,,0.084,238
#NAME?,Education,Education not definable by level,Social services (506),Payment to National Service Trust Fund,0.209,b,,,,0.209,239
#NAME?,Education,Education not definable by level,Social services (506),Operating Expenses,0.266,b,,,,0.266,240
#NAME?,Education,Education not definable by level,Social services (506),Operating Expenses,0.536,b,,,,0.536,241
#NAME?,Education,Education not definable by level,Social services (506),"Payment from the General Fund, National Service Trust Fund",-0.209,b,,,,-0.209,242
#NAME?,Education,Education not definable by level,Social services (506),Gifts and Contributions,0.181,b,,,,0.181,243
#NAME?,Education,Education not definable by level,Social services (506),Gifts and Contributions,0.068,b,,,,0.068,244
#NAME?,Education,Education not definable by level,Social services (506),Supporting Healthy Families and Adolescent Development,0.063,b,,,,0.063,245
#NAME?,Education,Education not definable by level,Social services (506),Supporting Healthy Families and Adolescent Development,0.47,b,,,,0.47,246
#NAME?,Education,Education not definable by level,Social services (506),Social Services Block Grant,1.792,b,,,,1.792,247
#NAME?,Education,Education not definable by level,Social services (506),Children and Families Services Programs,9.463,b,,,,9.463,248
#NAME?,Education,Education not definable by level,Social services (506),Children and Families Services Programs,0.379,b,,,,0.379,249
#NAME?,Education,Education not definable by level,Social services (506),Aging Services Programs,1.756,b,,,,1.756,250
"--Current Operations - Educational Scholarships, Assistance, and Subsidies (Disc. 2005) (E19)",Education,Education not definable by level,"Current Operations  Educational Scholarships, Assistance, and Subsidies (Disc. 2005) (E19)",,0,,0,0,0,0,251
#NAME?,Education,Education not definable by level,Current Operations  State Education  Other (E21),,0,g,0,16.4,0,16.4,252
#NAME?,Education,Education not definable by level,Current Operations  Libraries (E52),,0,g,0,0.4,9.4,9.8,253
#NAME?,Education,Education not definable by level,Construction  State Education  Other (F21),,0,g,0,0.9,0,0.9,254
#NAME?,Education,Education not definable by level,Construction  Libraries (F52),,0,g,0,0,0.8,0.8,255
#NAME?,Education,Education not definable by level,Other Capital Outlay  State Education  Other (G21),,0,g,0,0.2,0,0.2,256
#NAME?,Education,Education not definable by level,Other Capital Outlay  Libraries (G52),,0,g,0,0,0.5,0.6,257
#NAME?,Education,Education not definable by level,Assistance and Subsidies  State Scholarships and Other Subsidies  Education (J19),,0,g,0,26.9,0,26.9,258
#NAME?,Education,Subsidiary services to education,,,0,,0,0,0,0,259
-R&D Education,Education,R&D Education,,,0,,0,0,0,0,260
#NAME?,Education,Education n.e.c.,,,0,,0,0,0,0,261
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Recoveries under the Foreign Military Sales Program, Navy",-0.156,b,,,,-0.156,262
#NAME?,Defense,Military defense,Department of Defense  Military (051),"General Fund Proprietary Receipts, not Otherwise Classified, Navy",-0.082,b,,,,-0.082,263
#NAME?,Defense,Military defense,Department of Defense  Military (051),"General Fund Proprietary Receipts, not Otherwise Classified, Army",-0.068,b,,,,-0.068,264
#NAME?,Defense,Military defense,Department of Defense  Military (051),"General Fund Proprietary Receipts, not Otherwise Classified, Air Force",-0.097,b,,,,-0.097,265
#NAME?,Defense,Military defense,Department of Defense  Military (051),"General Fund Proprietary Receipts, not Otherwise Classified, Defense Agencies",-0.087,b,,,,-0.087,266
#NAME?,Defense,Military defense,Department of Defense  Military (051),Contributions for Burdensharing and Other Cooperative Activities (Kuwait),-0.213,b,,,,-0.213,267
#NAME?,Defense,Military defense,Department of Defense  Military (051),Contributions for Burdensharing and Other Cooperative Activities (Japan),-0.322,b,,,,-0.322,268
#NAME?,Defense,Military defense,Department of Defense  Military (051),Contributions for Burdensharing and Other Cooperative Activities (So. Korea),-0.37,b,,,,-0.37,269
#NAME?,Defense,Military defense,Department of Defense  Military (051),Payment to Voluntary Separation Incentive Fund,-0.055,b,,,,-0.055,270
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Operation and Maintenance, Defensewide",41.696,b,,,,41.696,271
#NAME?,Defense,Military defense,Department of Defense  Military (051),Drug Interdiction and CounterDrug Activities,1.482,b,,,,1.482,272
#NAME?,Defense,Military defense,Department of Defense  Military (051),Office of the Inspector General,0.304,b,,,,0.304,273
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Operation and Maintenance, Marine Corps",9.65,b,,,,9.65,274
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Operation and Maintenance, Marine Corps Reserve",0.309,b,,,,0.309,275
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense Acquisition Workforce Development Fund,0.251,b,,,,0.251,276
#NAME?,Defense,Military defense,Department of Defense  Military (051),Defense Health Program,33.605,b,,,,33.605,277
#NAME?,Defense,Military defense,Department of Defense  Military (051),Cooperative Threat Reduction Account,0.393,b,,,,0.393,278
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Operation and Maintenance, Navy",46.692,b,,,,46.692,279
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Operation and Maintenance, Navy Reserve",1.349,b,,,,1.349,280
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Operation and Maintenance, Army",76.108,b,,,,76.108,281
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Operation and Maintenance, Army National Guard",7.377,b,,,,7.377,282
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Operation and Maintenance, Army Reserve",3.212,b,,,,3.212,283
#NAME?,Defense,Military defense,Department of Defense  Military (051),Afghanistan Security Forces Fund,8.809,b,,,,8.809,284
#NAME?,Defense,Military defense,Department of Defense  Military (051),Iraq Security Forces Fund,0.465,b,,,,0.465,285
#NAME?,Defense,Military defense,Department of Defense  Military (051),Afghanistan Infrastructure Fund,0.356,b,,,,0.356,286
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Operation and Maintenance, Air Force",50.33,b,,,,50.33,287
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Operation and Maintenance, Air Force Reserve",3.307,b,,,,3.307,288
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Operation and Maintenance, Air National Guard",6.064,b,,,,6.064,289
#NAME?,Defense,Military defense,Department of Defense  Military (051),Military Intelligence Program Transfer Fund,0.078,b,,,,0.078,290
#NAME?,Defense,Military defense,Department of Defense  Military (051),The Department of Defense Environmental Restoration Accounts,0.951,b,,,,0.951,291
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Environmental Restoration, Formerly Used Defense Sites",0.225,b,,,,0.225,292
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Overseas Humanitarian, Disaster, and Civic Aid",0.162,b,,,,0.162,293
#NAME?,Defense,Military defense,Department of Defense  Military (051),Allied Contributions and Cooperation Account,0.904,b,,,,0.904,294
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Procurement, Marine Corps",2.598,b,,,,2.598,295
#NAME?,Defense,Military defense,Department of Defense  Military (051),Mine Resistant Ambush Protected Vehicle Fund,0.78,b,,,,0.78,296
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Aircraft Procurement, Navy",18.601,b,,,,18.601,297
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Weapons Procurement, Navy",3.32,b,,,,3.32,298
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Procurement of Ammunition, Navy and Marine Corps",1.322,b,,,,1.322,299
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Shipbuilding and Conversion, Navy",14.034,b,,,,14.034,300
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Other Procurement, Navy",5.595,b,,,,5.595,301
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Aircraft Procurement, Army",6.818,b,,,,6.818,302
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Missile Procurement, Army",1.694,b,,,,1.694,303
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Procurement of Weapons and Tracked Combat Vehicles, Army",3.114,b,,,,3.114,304
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Procurement of Ammunition, Army",2.946,b,,,,2.946,305
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Other Procurement, Army",12.416,b,,,,12.416,306
#NAME?,Defense,Military defense,Department of Defense  Military (051),Joint Improvised Explosive Device Defeat Fund,2.052,b,,,,2.052,307
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Procurement, Defensewide",4.658,b,,,,4.658,308
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Aircraft Procurement, Air Force",15.824,b,,,,15.824,309
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Procurement of Ammunition, Air Force",0.928,b,,,,0.928,310
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Missile Procurement, Air Force",5.747,b,,,,5.747,311
#NAME?,Defense,Military defense,Department of Defense  Military (051),Joint Urgent Operational Needs Fund,0.065,b,,,,0.065,312
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Other Procurement, Air Force",19.494,b,,,,19.494,313
#NAME?,Defense,Military defense,Department of Defense  Military (051),National Guard and Reserve Equipment,0.999,b,,,,0.999,314
#NAME?,Defense,Military defense,Department of Defense  Military (051),Defense Production Act Purchases,0.136,b,,,,0.136,315
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Chemical Agents and Munitions Destruction, Defense",1.417,b,,,,1.417,316
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Research, Development, Test and Evaluation, Navy",17.416,b,,,,17.416,317
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Research, Development, Test and Evaluation, Army",9.579,b,,,,9.579,318
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Research, Development, Test and Evaluation, Air Force",26.151,b,,,,26.151,319
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Research, Development, Test and Evaluation, Defensewide",18.492,b,,,,18.492,320
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Operational Test and Evaluation, Defense",0.182,b,,,,0.182,321
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Military Construction, Navy and Marine Corps",3.267,b,,,,3.267,322
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Military Construction, Navy Reserve",0.083,b,,,,0.083,323
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Military Construction, Army",7.286,b,,,,7.286,324
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Military Construction, Army National Guard",0.723,b,,,,0.723,325
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Military Construction, Army Reserve",0.342,b,,,,0.342,326
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Military Construction, Air Force",1.492,b,,,,1.492,327
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Military Construction, Air National Guard",0.251,b,,,,0.251,328
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Chemical Demilitarization Construction, Defensewide",0.12,b,,,,0.12,329
#NAME?,Defense,Military defense,Department of Defense  Military (051),"Military Construction, Defensewide",3.621,b,,,,3.621,330
